average,bpm,max_in_period,raw_value,timestamp,user_email,id,processed_timestamp
2146,144.927536232,4095,4095,.sv,test@test.com,-ONiiSGW6g2WuckWi12n,.sv
2143,198.675496689,4095,4095,.sv,test@test.com,-ONiiSL59ag44Ouea8Lm,.sv
2166,143.540669856,4095,4095,.sv,test@test.com,-ONiiSRlgZrjgIrFy0_-,.sv
1875,65.934065934,2833,2833,.sv,test@test.com,-ONiiVJnyCeQnftLxbpl,.sv
1842,141.509433962,4095,4095,.sv,test@test.com,-ONiiVQEYVh00XgVKoZn,.sv
1831,148.88337469,4095,4095,.sv,test@test.com,-ONiiVWTYkvsqn9icZ9t,.sv
1805,150.0,4095,4095,.sv,test@test.com,-ONiiVbihPBVoXuerVsa,.sv
1803,143.198090692,4095,4095,.sv,test@test.com,-ONiiViOKDJSt86LxM0h,.sv
1843,191.082802548,4095,4095,.sv,test@test.com,-ONiiVnJRHxAhoBWAeU-,.sv
2109,64.516129032,3176,3176,.sv,test@test.com,-ONiiXhaLMBCWbKX8WYh,.sv
2004,93.75,3152,3152,.sv,test@test.com,-ONiiXykDB3-soH9T1mF,.sv
1908,43.795620438,2845,2845,.sv,test@test.com,-ONiia5-asScle9MdoNa,.sv
2077,53.097345133,3123,3123,.sv,test@test.com,-ONiibDkXRBt0gS_4NwV,.sv
2109,61.855670103,3136,3136,.sv,test@test.com,-ONiibwpF-IQnC_AqNX2,.sv
2105,147.058823529,4095,4095,.sv,test@test.com,-ONiic24WU28l9yzf3Mm,.sv
2114,143.198090692,4095,4095,.sv,test@test.com,-ONiic8gT0BRuKhjjkYi,.sv
2133,74.074074074,3187,3187,.sv,test@test.com,-ONiidNKrj0W4FmT0yI6,.sv
2449,125.0,3655,3655,.sv,test@test.com,-ONiih-mhQK5R18IG65Y,.sv
2436,130.434782609,4095,4095,.sv,test@test.com,-ONiih6fd7bxfCtTjjns,.sv
2422,142.857142857,4095,4095,.sv,test@test.com,-ONiihDOMV1ohzXJVPEX,.sv
2183,133.928571429,3414,3414,.sv,test@test.com,-ONiihKUY89nGFNDuIX2,.sv
1679,108.89292196,2640,2640,.sv,test@test.com,-ONiihT4lAOqX2ADO2B3,.sv
1658,176.470588235,3269,3269,.sv,test@test.com,-ONiihYBVW3sDayqg575,.sv
2192,41.958041958,4095,4095,.sv,test@test.com,-ONiiiD6BLXONyjf-RNy,.sv
2192,124.223602484,4095,4095,.sv,test@test.com,-ONiiiLyADWKXmvNjgFG,.sv
2211,87.976539589,4095,4095,.sv,test@test.com,-ONiiiVDzai1Xdb9JlVa,.sv
2242,102.739726027,3408,3408,.sv,test@test.com,-ONiiicy7PWX8D7Ahm1L,.sv
2254,178.041543027,4095,4095,.sv,test@test.com,-ONiiiiNfzVgrHaFHnpP,.sv
2128,176.470588235,4095,4095,.sv,test@test.com,-ONiitJUqeTLFb3DNpY1,.sv
2169,47.961630695,4095,4095,.sv,test@test.com,-ONiitNAjV3JIdHjrnj0,.sv
2168,149.625935162,4095,4095,.sv,test@test.com,-ONiitTQKHS31HIbbEWA,.sv
1765,45.112781955,2733,2733,.sv,test@test.com,-ONiivvD8PTxg9VNCZ_L,.sv
1737,140.186915888,4095,4095,.sv,test@test.com,-ONiiw0uLTLgTAPcwL8z,.sv
1714,150.37593985,4095,4095,.sv,test@test.com,-ONiiw7Bhv_APOjgukBz,.sv
1693,116.73151751,4095,4095,.sv,test@test.com,-ONiiwFEl3n_Ugd9dT33,.sv
1668,147.42014742,2719,2719,.sv,test@test.com,-ONiiwLRnqR45tsjk48q,.sv
1650,189.27444795,4095,4095,.sv,test@test.com,-ONiiwQUxocacJ1iyBnw,.sv
1566,50.293378039,2331,2331,.sv,test@test.com,-ONiiwiLM1FeRApAs7nh,.sv
1581,134.529147982,4095,4095,.sv,test@test.com,-ONiiworiHY7v02E9v2b,.sv
1596,150.0,4095,4095,.sv,test@test.com,-ONiiwvFlO8W_vhpXaea,.sv
1652,142.517814727,4095,4095,.sv,test@test.com,-ONiix0xMkaCJ1uI71uZ,.sv
1680,191.082802548,4095,4095,.sv,test@test.com,-ONiix5hWizKip-owPsH,.sv
1907,37.267080745,2960,2960,.sv,test@test.com,-ONij0myA0ZzjPWzLvNU,.sv
1927,184.049079755,4095,4095,.sv,test@test.com,-ONij0s1I6WPirshn5Vv,.sv
1928,142.517814727,4095,4095,.sv,test@test.com,-ONij0yd6d94-Q6HDYb-,.sv
1949,145.278450363,3807,3807,.sv,test@test.com,-ONij148JnkEyvP6Y5cR,.sv
1969,148.148148148,4095,4095,.sv,test@test.com,-ONij1AHfOfjCmyuvEyX,.sv
1971,148.88337469,4095,4095,.sv,test@test.com,-ONij1GZ3OSW2q6fxo8w,.sv
1998,189.27444795,4095,4095,.sv,test@test.com,-ONij1LcGxNryM5oB5UY,.sv
2179,98.360655738,3279,3279,.sv,test@test.com,-ONij6SRR2sXSu0VWRT2,.sv
2167,92.307692308,3243,3243,.sv,test@test.com,-ONij7_3ZErf6Yp-lf7s,.sv
2167,150.37593985,4095,4095,.sv,test@test.com,-ONij7fCWhnIqf43JJMP,.sv
2167,179.640718563,4095,4095,.sv,test@test.com,-ONij7kT5WFW7gTL6o62,.sv
2203,155.440414508,4095,4095,.sv,test@test.com,-ONij7q_W1R4-4VMaFvy,.sv
1967,98.360655738,3565,3565,.sv,test@test.com,-ONij8qKGK8W7_SH5qV7,.sv
1917,117.647058824,3087,3087,.sv,test@test.com,-ONij93fdV8khdxfwS0D,.sv
1944,143.540669856,4095,4095,.sv,test@test.com,-ONij9A52b6gfaxhCSCt,.sv
2037,122.448979592,3056,3056,.sv,test@test.com,-ONijAcCNRUqG575P9Xs,.sv
1777,89.552238806,2689,2689,.sv,test@test.com,-ONijC63O1nZ-BlbR9ap,.sv
1762,133.333333333,2651,2651,.sv,test@test.com,-ONijCHjxcM-CTsrWjPj,.sv
1766,176.991150442,4095,4095,.sv,test@test.com,-ONijCMp3Y7yzAOzXSYr,.sv
1791,188.087774295,4095,4095,.sv,test@test.com,-ONijCRpXCi7jGFGtBK9,.sv
2017,117.647058824,2986,2986,.sv,test@test.com,-ONijDLCn5buvACv014c,.sv
2017,143.540669856,4095,4095,.sv,test@test.com,-ONijDRWNihFMwk_u-jW,.sv
2017,189.27444795,4095,4095,.sv,test@test.com,-ONijDW_IQkWGUeKqyLG,.sv
2346,89.552238806,3583,3583,.sv,test@test.com,-ONijE1VONJxVFb702Gl,.sv
2206,69.68641115,3605,3605,.sv,test@test.com,-ONijEEhc1azUWBvB1BL,.sv
2221,178.041543027,4095,4095,.sv,test@test.com,-ONijEJm9XjugETlfy9-,.sv
2236,119.284294235,4095,4095,.sv,test@test.com,-ONijERoLj-qdHKipYgJ,.sv
2727,44.444444444,4095,4095,.sv,test@test.com,-ONijG5x6uERuPMOoj_r,.sv
1986,193.548387097,3263,3263,.sv,test@test.com,-ONijIFFVCgo0xnpwH8N,.sv
315,65.934065934,492,492,.sv,test@test.com,-ONiroSeclX7ONAe1-BW,.sv
291,37.783375315,2486,2486,.sv,test@test.com,-ONiro_m1syLGmsBN_kR,.sv
283,145.278450363,4095,4095,.sv,test@test.com,-ONiroeMsOK8OhSMLBh_,.sv
273,149.625935162,4095,4095,.sv,test@test.com,-ONirokgV4Nv4JWyZKlF,.sv
292,189.27444795,2797,2797,.sv,test@test.com,-ONiropY5P4v7MGFuILy,.sv
332,150.0,4095,4095,.sv,test@test.com,-ONirowZnBBQzBBgJpXO,.sv
693,158.311345646,1360,1360,.sv,test@test.com,-ONirp0kJ7eqfn1CwAej,.sv
1330,115.384615385,2293,2293,.sv,test@test.com,-ONirr-9DH-ZIlKUeLOu,.sv
1375,117.416829746,4095,4095,.sv,test@test.com,-ONirr6wHorcCr7sIz6h,.sv
1340,77.922077922,2107,2107,.sv,test@test.com,-ONirrar1aPc70loLUg7,.sv
1728,117.647058824,2683,2683,.sv,test@test.com,-ONis2yADMW9dcxBJ9_8,.sv
1468,34.682080925,2751,2751,.sv,test@test.com,-ONis764zTKJOXhFPeon,.sv
1476,152.671755725,4095,4095,.sv,test@test.com,-ONis7B8iR3CJT_TsQlI,.sv
